index,chinese_idiom,pinyin
2220,朝闻夕死,zhao1 wen2 xi1 si3
2221,木人石心,mu4 ren2 shi2 xin1
2222,木已成舟,mu4 yi3 cheng2 zhou1
2223,木本水源,mu4 ben3 shui3 yuan2
2224,木牛流马,mu4 niu2 liu2 ma3
2225,未卜先知,wei4 bu3 xian1 zhi1
2226,未可厚非,wei4 ke3 hou4 fei1
2227,未老先衰,wei4 lao3 xian1 shuai1
2228,未雨绸缪,wei4 yu3 chou2 mou2
2229,末大必折,mo4 da4 bi4 zhe2
2230,末学肤受,mo4 xue2 fu1 shou4
2231,本性难移,ben3 xing4 nan2 yi2
2232,本末倒置,ben3 mo4 dao4 zhi4
2233,本来面目,ben3 lai2 mian4 mu4
2234,机不可失,ji1 bu4 ke3 shi1
2235,朽木粪土,xiu3 mu4 fen4 tu3
2236,杀气腾腾,sha1 qi4 teng2 teng2
2237,杀身成仁,sha1 shen1 cheng2 ren2
2238,杀鸡儆猴,sha1 ji1 jing3 hou2
2239,权宜之计,quan2 yi2 zhi1 ji4
2240,权衡利弊,quan2 heng2 li4 bi4
2241,李代桃僵,li3 dai4 tao2 jiang1
2242,李白桃红,li3 bai2 tao2 hong2
2243,杏林春满,xing4 lin2 chun1 man3
2244,杏脸桃腮,xing4 lian3 tao2 sai1
2245,材轻德薄,cai2 qing1 de2 bo2
2246,杜口裹足,du4 kou3 guo3 zu2
2247,杜门屏迹,du4 men2 ping2 ji4
2248,杞人忧天,qi3 ren2 you1 tian1
2249,束之高阁,shu4 zhi1 gao1 ge2
2250,束手无策,shu4 shou3 wu2 ce4
2251,束缊请火,shu4 yun4 qing3 huo3
2252,来日方长,lai2 ri4 fang1 chang2
2253,来者不拒,lai2 zhe3 bu4 ju4
2254,来龙去脉,lai2 long2 qu4 mai4
2255,杨花水性,yang2 hua1 shui3 xing4
2256,杯弓蛇影,bei1 gong1 she2 ying3
2257,杯水车薪,bei1 shui3 che1 xin1
2258,杳如黄鹤,yao3 ru2 huang2 he4
2259,杳无音信,yao3 wu2 yin1 xin4
2260,松乔之寿,song1 qiao2 zhi1 shou4
2261,松筠之节,song1 yun2 zhi1 jie2
2262,枉己正人,wang3 ji3 zheng4 ren2
2263,枉道事人,wang3 dao4 shi4 ren2
2264,枕戈待旦,zhen3 ge1 dai4 dan4
2265,枕石漱流,zhen3 shi2 shu4 liu2
2266,枕经籍书,zhen3 jing1 ji2 shu1
2267,林下风致,lin2 xia4 feng1 zhi4
2268,果不其然,guo3 bu4 qi2 ran2
2269,枝繁叶茂,zhi1 fan2 ye4 mao4
2270,枪林弹雨,qiang1 lin2 dan4 yu3
2271,枯木逢春,ku1 mu4 feng2 chun1
2272,枯鱼之肆,ku1 yu2 zhi1 si4
2273,枵腹从公,xiao1 fu4 cong2 gong1
2274,柔声下气,rou2 sheng1 xia4 qi4
2275,柔情侠骨,rou2 qing2 xia2 gu3
2276,柔枝嫩叶,rou2 zhi1 nen4 ye4
2277,柔肠百转,rou2 chang2 bai3 zhuan3
2278,柔茹刚吐,rou2 ru2 gang1 tu3
2279,柳暗花明,liu3 an4 hua1 ming2
2280,柴米油盐,chai2 mi3 you2 yan2
2281,标新立异,biao1 xin1 li4 yi4
2282,栉风沐雨,zhi4 feng1 mu4 yu3
2283,栋梁之材,dong4 liang2 zhi1 cai2
2284,树大招风,shu4 da4 zhao1 feng1
2285,栩栩如生,xu3 xu3 ru2 sheng1
2286,根深蒂固,gen1 shen1 di4 gu4
2287,格杀勿论,ge2 sha1 wu4 lun4
2288,格物致知,ge2 wu4 zhi4 zhi1
2289,桀骜不驯,jie2 ao4 bu4 xun4
2290,桂子兰孙,gui4 zi3 lan2 sun1
2291,桂馥兰香,gui4 fu4 lan2 xiang1
2292,桃李争妍,tao2 li3 zheng1 yan2
2293,桑中之约,sang1 zhong1 zhi1 yue1
2294,桑榆暮景,sang1 yu2 mu4 jing3
2295,梅开二度,mei2 kai1 er4 du4
2296,梦寐以求,meng4 mei4 yi3 qiu2
2297,梧鼠五技,wu2 shu3 wu3 ji4
2298,梨花带雨,li2 hua1 dai4 yu3
2299,梯山航海,ti1 shan1 hang2 hai3
2300,棋逢对手,qi2 feng2 dui4 shou3
2301,森罗万象,sen1 luo2 wan4 xiang4
2302,椎心泣血,chui2 xin1 qi4 xue4
2303,楚弓楚得,chu3 gong1 chu3 de2
2304,楚材晋用,chu3 cai2 jin4 yong4
2305,楚楚可怜,chu3 chu3 ke3 lian2
2306,楚馆秦楼,chu3 guan3 qin2 lou2
2307,榆木疙瘩,yu2 mu4 ge1 da
2308,槁木死灰,gao3 mu4 si3 hui1
2309,横七竖八,heng2 qi1 shu4 ba1
2310,横冲直撞,heng2 chong1 zhi2 zhuang4
2311,横征暴敛,heng2 zheng1 bao4 lian3
2312,横扫千军,heng2 sao3 qian1 jun1
2313,横眉竖眼,heng2 mei2 shu4 yan3
2314,横行霸道,heng2 xing2 ba4 dao4
2315,欢呼雀跃,huan1 hu1 que4 yue4
2316,欢喜冤家,huan1 xi3 yuan1 jia1
2317,欢声雷动,huan1 sheng1 lei2 dong4
2318,欢天喜地,huan1 tian1 xi3 di4
2319,欢欣鼓舞,huan1 xin1 gu3 wu3
2320,欢聚一堂,huan1 ju4 yi1 tang2
2321,欣喜若狂,xin1 xi3 ruo4 kuang2
2322,欣欣向荣,xin1 xin1 xiang4 rong2
2323,欣然自喜,xin1 ran2 zi4 xi3
2324,欲擒故纵,yu4 qin2 gu4 zong4
2325,欲益反损,yu4 yi4 fan3 sun3
2326,欲盖弥彰,yu4 gai4 mi2 zhang1
2327,欲罢不能,yu4 ba4 bu4 neng2
2328,欲言又止,yu4 yan2 you4 zhi3
2329,欲说还休,yu4 shuo1 hai2 xiu1
2330,欺世盗名,qi1 shi4 dao4 ming2
2331,欺人太甚,qi1 ren2 tai4 shen4
2332,欺善怕恶,qi1 shan4 pa4 e4
2333,欺天罔地,qi1 tian1 wang3 di4
2334,欺软怕硬,qi1 ruan3 pa4 ying4
2335,款学寡闻,kuan3 xue2 gua3 wen2
2336,款语温言,kuan3 yu3 wen1 yan2
2337,歌功颂德,ge1 gong1 song4 de2
2338,歌舞升平,ge1 wu3 sheng1 ping2
2339,正中下怀,zheng4 zhong4 xia4 huai2
2340,正人君子,zheng4 ren2 jun1 zi3
2341,正大光明,zheng4 da4 guang1 ming2
2342,正本清源,zheng4 ben3 qing1 yuan2
2343,正襟危坐,zheng4 jin1 wei1 zuo4
2344,正颜厉色,zheng4 yan2 li4 se4
2345,此唱彼和,ci3 chang4 bi3 he4
2346,此起彼伏,ci3 qi3 bi3 fu2
2347,步人后尘,bu4 ren2 hou4 chen2
2348,步履维艰,bu4 lv3 wei2 jian1
2349,步月登云,bu4 yue4 deng1 yun2
2350,步步为营,bu4 bu4 wei2 ying2
2351,死不瞑目,si3 bu4 ming2 mu4
2352,死乞白赖,si3 qi3 bai2 lai4
2353,死去活来,si3 qu4 huo2 lai2
2354,死心塌地,si3 xin1 ta1 di4
2355,死灰复燃,si3 hui1 fu4 ran2
2356,死眉瞪眼,si3 mei2 deng4 yan3
2357,死而无憾,si3 er2 wu2 han4
2358,死里逃生,si3 li3 tao2 sheng1
2359,殃及池鱼,yang1 ji2 chi2 yu2
2360,殊途同归,shu1 tu2 tong2 gui1
2361,残兵败将,can2 bing1 bai4 jiang4
2362,残民以逞,can2 min2 yi3 cheng3
2363,残缺不全,can2 que1 bu4 quan2
2364,残羹剩饭,can2 geng1 sheng4 fan4
2365,残花败柳,can2 hua1 bai4 liu3
2366,殚思极虑,dan1 si1 ji2 lv4
2367,殚精竭虑,dan1 jing1 jie2 lv4
2368,毁方投圆,hui3 fang1 tou2 yuan2
2369,毁誉参半,hui3 yu4 can1 ban4
2370,毅然决然,yi4 ran2 jue2 ran2
2371,毋庸置疑,wu2 yong1 zhi4 yi2
2372,每况愈下,mei3 kuang4 yu4 xia4
2373,比比皆是,bi3 bi3 jie1 shi4
2374,比翼双飞,bi3 yi4 shuang1 fei1
2375,毕恭毕敬,bi4 gong1 bi4 jing4
2376,毛发倒竖,mao2 fa4 dao3 shu4
2377,毛手毛脚,mao2 shou3 mao2 jiao3
2378,毛遂自荐,mao2 sui4 zi4 jian4
2379,毛骨悚然,mao2 gu3 song3 ran2
2380,毫不犹豫,hao2 bu4 you2 yu4
2381,毫分缕析,hao2 fen1 lv3 xi1
2382,毫无二致,hao2 wu2 er4 zhi4
2383,民不聊生,min2 bu4 liao2 sheng1
2384,民怨沸腾,min2 yuan4 fei4 teng2
2385,民脂民膏,min2 zhi1 min2 gao1
2386,气冲霄汉,qi4 chong1 xiao1 han4
2387,气势磅礴,qi4 shi4 pang2 bo2
2388,气吞山河,qi4 tun1 shan1 he2
2389,气味相投,qi4 wei4 xiang1 tou2
2390,气定神闲,qi4 ding4 shen2 xian2
2391,气急败坏,qi4 ji2 bai4 huai4
2392,气息奄奄,qi4 xi1 yan1 yan1
2393,气象万千,qi4 xiang4 wan4 qian1
2394,气贯长虹,qi4 guan4 chang2 hong2
2395,水乳交融,shui3 ru3 jiao1 rong2
2396,水净鹅飞,shui3 jing4 e2 fei1
2397,水到渠成,shui3 dao4 qu2 cheng2
2398,水天一色,shui3 tian1 yi1 se4
2399,水木清华,shui3 mu4 qing1 hua2
2400,水涨船高,shui3 zhang3 chuan2 gao1
2401,水深火热,shui3 shen1 huo3 re4
2402,水滴石穿,shui3 di1 shi2 chuan1
2403,水火无交,shui3 huo3 wu2 jiao1
2404,水落石出,shui3 luo4 shi2 chu1
2405,水送山迎,shui3 song4 shan1 ying2
2406,永垂不朽,yong3 chui2 bu4 xiu3
2407,求仁得仁,qiu2 ren2 de2 ren2
2408,求全责备,qiu2 quan2 ze2 bei4
2409,求同存异,qiu2 tong2 cun2 yi4
2410,求浆得酒,qiu2 jiang1 de2 jiu3
2411,求田问舍,qiu2 tian2 wen4 she3
2412,求神拜佛,qiu2 shen2 bai4 fo2
2413,求签问卜,qiu2 qian1 wen4 bu3
2414,求贤若渴,qiu2 xian2 ruo4 ke3
2415,求马唐肆,qiu2 ma3 tang2 si4
2416,汗流浃背,han4 liu2 jia1 bei4
2417,汗牛充栋,han4 niu2 chong1 dong4
2418,汗马之劳,han4 ma3 zhi1 lao2
2419,江东父老,jiang1 dong1 fu4 lao3
2420,江山如画,jiang1 shan1 ru2 hua4
2421,江心补漏,jiang1 xin1 bu3 lou4
2422,江河日下,jiang1 he2 ri4 xia4
2423,江洋大盗,jiang1 yang2 da4 dao4
2424,江郎才尽,jiang1 lang2 cai2 jin4
2425,池鱼笼鸟,chi2 yu2 long2 niao3
2426,汹涌澎湃,xiong1 yong3 peng2 pai4
2427,沁人心脾,qin4 ren2 xin1 pi2
2428,沃野千里,wo4 ye3 qian1 li3
2429,沆瀣一气,hang4 xie4 yi1 qi4
2430,沉冤莫雪,chen2 yuan1 mo4 xue3
2431,沉李浮瓜,chen2 li3 fu2 gua1
2432,沉鱼落雁,chen2 yu2 luo4 yan4
2433,沉默寡言,chen2 mo4 gua3 yan2
2434,没头没脑,mei2 tou2 mei2 nao3
2435,没日没夜,mei2 ri4 mei2 ye4
2436,没精打采,mei2 jing1 da3 cai3
2437,没齿难忘,mo4 chi3 nan2 wang4
2438,沧海横流,cang1 hai3 heng2 liu2
2439,河东狮吼,he2 dong1 shi1 hou3
2440,河涸海干,he2 he2 hai3 gan1
2441,河清海晏,he2 qing1 hai3 yan4
2442,沸反盈天,fei4 fan3 ying2 tian1
2443,沸沸扬扬,fei4 fei4 yang2 yang2
2444,油嘴滑舌,you2 zui3 hua2 she2
2445,油头粉面,you2 tou2 fen3 mian4
2446,油腔滑调,you2 qiang1 hua2 diao4
2447,沽名钓誉,gu1 ming2 diao4 yu4
2448,沾亲带故,zhan1 qin1 dai4 gu4
2449,泛滥成灾,fan4 lan4 cheng2 zai1
2450,波光粼粼,bo1 guang1 lin2 lin2
2451,波澜壮阔,bo1 lan2 zhuang4 kuo4
2452,泣不成声,qi4 bu4 cheng2 sheng1
2453,泥塑木雕,ni2 su4 mu4 diao1
2454,泥多佛大,ni2 duo1 fo2 da4
2455,泥沙俱下,ni2 sha1 ju4 xia4
2456,泥牛入海,ni2 niu2 ru4 hai3
2457,泪如雨下,lei4 ru2 yu3 xia4
2458,泰山北斗,tai4 shan1 bei3 dou3
2459,洁身自好,jie2 shen1 zi4 hao4
2460,洋为中用,yang2 wei2 zhong1 yong4
2461,洋洋得意,yang2 yang2 de2 yi4
2462,洗心革面,xi3 xin1 ge2 mian4
2463,洗手奉职,xi3 shou3 feng4 zhi2
2464,洗耳恭听,xi3 er3 gong1 ting1
2465,洛阳纸贵,luo4 yang2 zhi3 gui4
2466,洞天福地,dong4 tian1 fu2 di4
2467,洞幽烛微,dong4 you1 zhu2 wei1
2468,洞房花烛,dong4 fang2 hua1 zhu2
2469,津津乐道,jin1 jin1 le4 dao4
2470,洪水猛兽,hong2 shui3 meng3 shou4
2471,洪福齐天,hong2 fu2 qi2 tian1
2472,活灵活现,huo2 ling2 huo2 xian4
2473,活蹦乱跳,huo2 beng4 luan4 tiao4
2474,流星赶月,liu2 xing1 gan3 yue4
2475,流离失所,liu2 li2 shi1 suo3
2476,流芳百世,liu2 fang1 bai3 shi4
2477,流言蜚语,liu2 yan2 fei1 yu3
2478,流连忘返,liu2 lian2 wang4 fan3
2479,浅尝辄止,qian3 chang2 zhe2 zhi3
2480,浅斟低唱,qian3 zhen1 di1 chang4
2481,浇瓜之惠,jiao1 gua1 zhi1 hui4
2482,浇风薄俗,jiao1 feng1 bo2 su2
2483,济世安民,ji4 shi4 an1 min2
2484,济人利物,ji4 ren2 li4 wu4
2485,济河焚舟,ji4 he2 fen2 zhou1
2486,浑水摸鱼,hun2 shui3 mo1 yu2
2487,浑浑噩噩,hun2 hun2 e4 e4
2488,浑然一体,hun2 ran2 yi1 ti3
2489,浑身是胆,hun2 shen1 shi4 dan3
2490,浩如烟海,hao4 ru2 yan1 hai3
2491,浩浩荡荡,hao4 hao4 dang4 dang4
2492,浩然之气,hao4 ran2 zhi1 qi4
2493,浪子回头,lang4 zi3 hui2 tou2
2494,浪蝶狂蜂,lang4 die2 kuang2 feng1
2495,浪迹江湖,lang4 ji4 jiang1 hu2
2496,浮云朝露,fu2 yun2 zhao1 lu4
2497,浮光掠影,fu2 guang1 lve4 ying3
2498,浮家泛宅,fu2 jia1 fan4 zhai2
2499,浮岚暖翠,fu2 lan2 nuan3 cui4
2500,浮想联翩,fu2 xiang3 lian2 pian1
2501,浮生若梦,fu2 sheng1 ruo4 meng4
2502,浮白载笔,fu2 bai2 zai3 bi3
2503,浮石沉木,fu2 shi2 chen2 mu4
2504,浮翠流丹,fu2 cui4 liu2 dan1
2505,海外奇谈,hai3 wai4 qi2 tan2
2506,海屋添筹,hai3 wu1 tian1 chou2
2507,海市蜃楼,hai3 shi4 shen4 lou2
2508,海底捞针,hai3 di3 lao1 zhen1
2509,海枯石烂,hai3 ku1 shi2 lan4
2510,海沸江翻,hai3 fei4 jiang1 fan1
2511,海纳百川,hai3 na4 bai3 chuan1
2512,海誓山盟,hai3 shi4 shan1 meng2
2513,海阔天空,hai3 kuo4 tian1 kong1
2514,浸润之谮,jin4 run4 zhi1 zen4
2515,涕泗滂沱,ti4 si4 pang1 tuo2
2516,涣然冰释,huan4 ran2 bing1 shi4
2517,淋漓尽致,lin2 li2 jin4 zhi4
2518,淡扫蛾眉,dan4 sao3 e2 mei2
2519,淡泊明志,dan4 bo2 ming2 zhi4
2520,深仇大恨,shen1 chou2 da4 hen4
2521,深入浅出,shen1 ru4 qian3 chu1
2522,深居简出,shen1 ju1 jian3 chu1
2523,深思熟虑,shen1 si1 shu2 lv4
2524,深恶痛绝,shen1 wu4 tong4 jue2
2525,深情厚谊,shen1 qing2 hou4 yi4
2526,深藏若虚,shen1 cang2 ruo4 xu1
2527,深谋远虑,shen1 mou2 yuan3 lv4
2528,混世魔王,hun4 shi4 mo2 wang2
2529,混为一谈,hun4 wei2 yi1 tan2
2530,混俗和光,hun4 su2 he2 guang1
2531,混淆视听,hun4 xiao2 shi4 ting1
2532,添枝加叶,tian1 zhi1 jia1 ye4
2533,清心寡欲,qing1 xin1 gua3 yu4
2534,清新俊逸,qing1 xin1 jun4 yi4
2535,清歌妙舞,qing1 ge1 miao4 wu3
2536,清正廉明,qing1 zheng4 lian2 ming2
2537,清汤寡水,qing1 tang1 gua3 shui3
2538,清莹秀彻,qing1 ying2 xiu4 che4
2539,清规戒律,qing1 gui1 jie4 lv4
2540,清风明月,qing1 feng1 ming2 yue4
2541,渔翁得利,yu2 weng1 de2 li4
2542,温故知新,wen1 gu4 zhi1 xin1
2543,温文尔雅,wen1 wen2 er3 ya3
2544,温柔敦厚,wen1 rou2 dun1 hou4
2545,温澜潮生,wen1 lan2 chao2 sheng1
2546,渴而穿井,ke3 er2 chuan1 jing3
2547,游山玩水,you2 shan1 wan2 shui3
2548,游手好闲,you2 shou3 hao4 xian2
2549,湖光山色,hu2 guang1 shan1 se4
2550,源清流洁,yuan2 qing1 liu2 jie2
2551,源远流长,yuan2 yuan3 liu2 chang2
2552,溜之大吉,liu1 zhi1 da4 ji2
2553,滔滔不绝,tao1 tao1 bu4 jue2
2554,滚瓜烂熟,gun3 gua1 lan4 shu2
2555,满城风雨,man3 cheng2 feng1 yu3
2556,满目青山,man3 mu4 qing1 shan1
2557,满腹经纶,man3 fu4 jing1 lun2
2558,满载而归,man3 zai4 er2 gui1
2559,满面春风,man3 mian4 chun1 feng1
2560,滥竽充数,lan4 yu2 chong1 shu4
2561,滴水不漏,di1 shui3 bu4 lou4
2562,漆身吞炭,qi1 shen1 tun1 tan4
2563,漠不关心,mo4 bu4 guan1 xin1
2564,漫不经心,man4 bu4 jing1 xin1
2565,漫山遍野,man4 shan1 bian4 ye3
2566,潘江陆海,pan1 jiang1 lu4 hai3
2567,潜滋暗长,qian2 zi1 an4 zhang3
2568,潜移默化,qian2 yi2 mo4 hua4
2569,澄思寂虑,cheng2 si1 ji4 lv4
2570,澄江如练,cheng2 jiang1 ru2 lian4
2571,激流勇进,ji1 liu2 yong3 jin4
2572,激浊扬清,ji1 zhuo2 yang2 qing1
2573,火上浇油,huo3 shang4 jiao1 you2
2574,火中取栗,huo3 zhong1 qu3 li4
2575,火伞高张,huo3 san3 gao1 zhang1
2576,火尽薪传,huo3 jin4 xin1 chuan2
2577,火树银花,huo3 shu4 yin2 hua1
2578,火烧眉毛,huo3 shao1 mei2 mao2
2579,灯红酒绿,deng1 hong2 jiu3 lv4
2580,灰心丧意,hui1 xin1 sang4 yi4
2581,灰飞烟灭,hui1 fei1 yan1 mie4
2582,灵丹妙药,ling2 dan1 miao4 yao4
2583,灵机一动,ling2 ji1 yi1 dong4
2584,炉火纯青,lu2 huo3 chun2 qing1
2585,炊沙作饭,chui1 sha1 zuo4 fan4
2586,炊金馔玉,chui1 jin1 zhuan4 yu4
2587,炎黄子孙,yan2 huang2 zi3 sun1
2588,炙手可热,zhi4 shou3 ke3 re4
2589,炯炯有神,jiong3 jiong3 you3 shen2
2590,炳若观火,bing3 ruo4 guan1 huo3
2591,点头哈腰,dian3 tou2 ha1 yao1
2592,点石成金,dian3 shi2 cheng2 jin1
2593,烘云托月,hong1 yun2 tuo1 yue4
2594,烟波浩渺,yan1 bo1 hao4 miao3
2595,烟消云散,yan1 xiao1 yun2 san4
2596,烟熏火燎,yan1 xun1 huo3 liao3
2597,烟蓑雨笠,yan1 suo1 yu3 li4
2598,烟霏露结,yan1 fei1 lu4 jie2
2599,热火朝天,re4 huo3 chao2 tian1
2600,烹龙炮凤,peng1 long2 pao2 feng4
2601,烽火连天,feng1 huo3 lian2 tian1
2602,焚琴煮鹤,fen2 qin2 zhu3 he4
2603,焚膏继晷,fen2 gao1 ji4 gui3
2604,焚香顶礼,fen2 xiang1 ding3 li3
2605,焦头烂额,jiao1 tou2 lan4 e2
2606,煞费苦心,sha4 fei4 ku3 xin1
2607,照猫画虎,zhao4 mao1 hua4 hu3
2608,煮豆燃萁,zhu3 dou4 ran2 qi2
2609,熟能生巧,shu2 neng2 sheng1 qiao3
2610,熟视无睹,shu2 shi4 wu2 du3
2611,燃眉之急,ran2 mei2 zhi1 ji2
2612,燃糠自照,ran2 kang1 zi4 zhao4
2613,燕妒莺惭,yan4 du4 ying1 can2
2614,燕巢幕上,yan4 chao2 mu4 shang4
2615,燕语莺声,yan4 yu3 ying1 sheng1
2616,燕雀处堂,yan4 que4 chu3 tang2
2617,燕颔虎颈,yan4 han4 hu3 jing3
2618,燮理阴阳,xie4 li3 yin1 yang2
2619,爱不释手,ai4 bu4 shi4 shou3
2620,爱国如家,ai4 guo2 ru2 jia1
2621,爱富嫌贫,ai4 fu4 xian2 pin2
2622,爱屋及乌,ai4 wu1 ji2 wu1
2623,爱憎分明,ai4 zeng1 fen1 ming2
2624,爱民如子,ai4 min2 ru2 zi
2625,爱莫能助,ai4 mo4 neng2 zhu4
2626,爱财如命,ai4 cai2 ru2 ming4
2627,片甲不留,pian4 jia3 bu4 liu2
2628,片言折狱,pian4 yan2 zhe2 yu4
2629,牛刀小试,niu2 dao1 xiao3 shi4
2630,牛头马面,niu2 tou2 ma3 mian4
2631,牛溲马勃,niu2 sou1 ma3 bo2
2632,牛眠吉地,niu2 mian2 ji2 di4
2633,牛衣对泣,niu2 yi1 dui4 qi4
2634,牛角挂书,niu2 jiao3 gua4 shu1
2635,牛郎织女,niu2 lang2 zhi1 nv3
2636,牛骥同皂,niu2 ji4 tong2 zao4
2637,牛鬼蛇神,niu2 gui3 she2 shen2
2638,牢不可破,lao2 bu4 ke3 po4
2639,物以类聚,wu4 yi3 lei4 ju4
2640,物伤其类,wu4 shang1 qi2 lei4
2641,物华天宝,wu4 hua2 tian1 bao3
2642,物换星移,wu4 huan4 xing1 yi2
2643,物是人非,wu4 shi4 ren2 fei1
2644,物极必反,wu4 ji2 bi4 fan3
2645,物离乡贵,wu4 li2 xiang1 gui4
2646,物腐虫生,wu4 fu3 chong2 sheng1
2647,物阜民康,wu4 fu4 min2 kang1
2648,牵强附会,qian1 qiang3 fu4 hui4
2649,牵肠挂肚,qian1 chang2 gua4 du4
2650,犁庭扫穴,li2 ting2 sao3 xue2
2651,犬牙交错,quan3 ya2 jiao1 cuo4
2652,犬马之疾,quan3 ma3 zhi1 ji2
2653,犯上作乱,fan4 shang4 zuo4 luan4
2654,犯颜苦谏,fan4 yan2 ku3 jian4
2655,犹豫不决,you2 yu4 bu4 jue2
2656,狂奴故态,kuang2 nu2 gu4 tai4
2657,狂犬吠日,kuang2 quan3 fei4 ri4
2658,狂风暴雨,kuang2 feng1 bao4 yu3
2659,狐假虎威,hu2 jia3 hu3 wei1
2660,狐媚魇道,hu2 mei4 yan3 dao4
2661,狐朋狗友,hu2 peng2 gou3 you3
2662,狐死兔泣,hu2 si3 tu4 qi4
2663,狐群狗党,hu2 qun2 gou3 dang3
2664,狐裘羔袖,hu2 qiu2 gao1 xiu4
2665,狐鸣狗盗,hu2 ming2 gou3 dao4
2666,狗吠之警,gou3 fei4 zhi1 jing3
2667,狗头军师,gou3 tou2 jun1 shi1
2668,狗尾续貂,gou3 wei3 xu4 diao1
2669,狗急跳墙,gou3 ji2 tiao4 qiang2
2670,狗盗鼠窃,gou3 dao4 shu3 qie4
2671,狗血喷头,gou3 xue4 pen1 tou2
2672,狡兔三窟,jiao3 tu4 san1 ku1
2673,独一无二,du2 yi1 wu2 er4
2674,独具匠心,du2 ju4 jiang4 xin1
2675,独占鳌头,du2 zhan4 ao2 tou2
2676,独善其身,du2 shan4 qi2 shen1
2677,独夫民贼,du2 fu1 min2 zei2
2678,独当一面,du2 dang1 yi1 mian4
2679,独往独来,du2 wang3 du2 lai2
2680,独断专行,du2 duan4 zhuan1 xing2
2681,独有千古,du2 you3 qian1 gu3
2682,独树一帜,du2 shu4 yi1 zhi4
2683,独步天下,du2 bu4 tian1 xia4
2684,狼吞虎咽,lang2 tun1 hu3 yan4
2685,狼奔鼠窜,lang2 ben1 shu3 cuan4
2686,狼子野心,lang2 zi ye3 xin1
2687,狼心狗肺,lang2 xin1 gou3 fei4
2688,狼狈不堪,lang2 bei4 bu4 kan1
2689,猛虎下山,meng3 hu3 xia4 shan1
2690,猝不及防,cu4 bu4 ji2 fang2
2691,猫鼠同眠,mao1 shu3 tong2 mian2
2692,猴年马月,hou2 nian2 ma3 yue4
2693,獐头鼠目,zhang1 tou2 shu3 mu4
2694,玄之又玄,xuan2 zhi1 you4 xuan2
2695,率马以骥,shuai4 ma3 yi3 ji4
2696,玉石俱焚,yu4 shi2 ju4 fen2
2697,玉粒桂薪,yu4 li4 gui4 xin1
2698,王孙贵戚,wang2 sun1 gui4 qi1
2699,玩世不恭,wan2 shi4 bu4 gong1
2700,玩岁愒日,wan2 sui4 kai4 ri4
2701,玩火自焚,wan2 huo3 zi4 fen2
2702,玩物丧志,wan2 wu4 sang4 zhi4
2703,现世现报,xian4 shi4 xian4 bao4
2704,现身说法,xian4 shen1 shuo1 fa3
2705,珍禽异兽,zhen1 qin2 yi4 shou4
2706,珠光宝气,zhu1 guang1 bao3 qi4
2707,珠圆玉润,zhu1 yuan2 yu4 run4
2708,珠沉沧海,zhu1 chen2 cang1 hai3
2709,珠联璧合,zhu1 lian2 bi4 he2
2710,班师回朝,ban1 shi1 hui2 chao2
2711,班荆道故,ban1 jing1 dao4 gu4
2712,班门弄斧,ban1 men2 nong4 fu3
2713,班香宋艳,ban1 xiang1 song4 yan4
2714,理屈词穷,li3 qu1 ci2 qiong2
2715,理所当然,li3 suo3 dang1 ran2
2716,理直气壮,li3 zhi2 qi4 zhuang4
2717,琢玉成器,zuo2 yu4 cheng2 qi4
2718,琴心剑胆,qin2 xin1 jian4 dan3
2719,琴棋书画,qin2 qi2 shu1 hua4
2720,琴瑟调和,qin2 se4 tiao2 he2
2721,琼楼玉宇,qiong2 lou2 yu4 yu3
2722,琼浆玉液,qiong2 jiang1 yu4 ye4
2723,瑕不掩瑜,xia2 bu4 yan3 yu2
2724,瑕瑜互见,xia2 yu2 hu4 jian4
2725,瑞雪兆丰,rui4 xue3 zhao4 feng1
2726,瑰意琦行,gui1 yi4 qi2 xing2
2727,璞玉浑金,pu2 yu4 hun2 jin1
2728,瓜熟蒂落,gua1 shu2 di4 luo4
2729,瓜田李下,gua1 tian2 li3 xia4
2730,瓦釜雷鸣,wa3 fu3 lei2 ming2
2731,瓮中捉鳖,weng4 zhong1 zhuo1 bie1
2732,甘之如饴,gan1 zhi1 ru2 yi2
2733,甘井先竭,gan1 jing3 xian1 jie2
2734,甘心如荠,gan1 xin1 ru2 ji4
2735,甘拜下风,gan1 bai4 xia4 feng1
2736,甘棠遗爱,gan1 tang2 yi2 ai4
2737,甘泉必竭,gan1 quan2 bi4 jie2
2738,甘言厚礼,gan1 yan2 hou4 li3
2739,甘雨随车,gan1 yu3 sui2 che1
2740,甜言蜜语,tian2 yan2 mi4 yu3
2741,甜酸苦辣,tian2 suan1 ku3 la4
2742,生不逢时,sheng1 bu4 feng2 shi2
2743,生吞活剥,sheng1 tun1 huo2 bo1
2744,生杀予夺,sheng1 sha1 yu3 duo2
2745,生死之交,sheng1 si3 zhi1 jiao1
2746,生灵涂炭,sheng1 ling2 tu2 tan4
2747,生离死别,sheng1 li2 si3 bie2
2748,生荣死哀,sheng1 rong2 si3 ai1
2749,生财有道,sheng1 cai2 you3 dao4
2750,生龙活虎,sheng1 long2 huo2 hu3
2751,用心良苦,yong4 xin1 liang2 ku3
2752,用行舍藏,yong4 xing2 she3 cang2
2753,用非所学,yong4 fei1 suo3 xue2
2754,由浅入深,you2 qian3 ru4 shen1
2755,电光石火,dian4 guang1 shi2 huo3
